Id,SkuId,FieldId,FieldValueId,Text
0,1,840,1341,
0,2,840,1342,
0,3,840,1343,
0,4,840,1344,
0,5,840,1345,
0,6,840,1346,
0,7,840,1347,
0,8,840,1348,
0,9,840,1349,
0,10,840,1350,
0,11,840,1351,
0,12,840,1352,
0,13,840,1353,
0,14,840,1341,
0,15,840,1342,
0,16,840,1343,
0,17,840,1344,
0,18,840,1345,
0,19,840,1346,
0,20,840,1347,
0,21,840,1348,
0,22,840,1349,
0,23,840,1350,
0,24,840,1351,
0,25,840,1352,
0,26,840,1353,
0,27,840,1341,
0,28,840,1342,
0,29,840,1343,
0,30,840,1344,
0,31,840,1345,
0,32,840,1346,
0,33,840,1347,
0,34,840,1348,
0,35,840,1349,
0,36,840,1350,
0,37,840,1351,
0,38,840,1352,
0,39,840,1353,
0,40,840,1341,
0,41,840,1342,
0,42,840,1343,
0,43,840,1344,
0,44,840,1345,
0,45,840,1346,
0,46,840,1347,
0,47,840,1348,
0,48,840,1349,
0,49,840,1350,
0,50,840,1351,
0,51,840,1352,
0,52,840,1353,
0,53,840,1341,
0,54,840,1342,
0,55,840,1343,
0,56,840,1344,
0,57,840,1345,
0,58,840,1346,
0,59,840,1347,
0,60,840,1348,
0,61,840,1349,
0,62,840,1350,
0,63,840,1351,
0,64,840,1352,
0,65,840,1353,
0,66,840,1341,
0,67,840,1342,
0,68,840,1343,
0,69,840,1344,
0,70,840,1345,
0,71,840,1346,
0,72,840,1347,
0,73,840,1348,
0,74,840,1349,
0,75,840,1350,
0,76,840,1351,
0,77,840,1352,
0,78,840,1353,
0,79,840,1341,
0,80,840,1342,
0,81,840,1343,
0,82,840,1344,
0,83,840,1345,
0,84,840,1346,
0,85,840,1347,
0,86,840,1348,
0,87,840,1349,
0,88,840,1350,
0,89,840,1351,
0,90,840,1352,
0,91,840,1353,
0,92,840,1341,
0,93,840,1342,
0,94,840,1343,
0,95,840,1344,
0,96,840,1345,
0,97,840,1346,
0,98,840,1347,
0,99,840,1348,
0,100,840,1349,
0,101,840,1350,
0,102,840,1351,
0,103,840,1352,
0,104,840,1353,
0,105,840,1341,
0,106,840,1342,
0,107,840,1343,
0,108,840,1344,
0,109,840,1345,
0,110,840,1346,
0,111,840,1347,
0,112,840,1348,
0,113,840,1349,
0,114,840,1350,
0,115,840,1351,
0,116,840,1352,
0,117,840,1353,
0,118,840,1341,
0,119,840,1342,
0,120,840,1343,
0,121,840,1344,
0,122,840,1345,
0,123,840,1346,
0,124,840,1347,
0,125,840,1348,
0,126,840,1349,
0,127,840,1350,
0,128,840,1351,
0,129,840,1352,
0,130,840,1353,
0,131,840,1341,
0,132,840,1342,
0,133,840,1343,
0,134,840,1344,
0,135,840,1345,
0,136,840,1346,
0,137,840,1347,
0,138,840,1348,
0,139,840,1349,
0,140,840,1350,
0,141,840,1351,
0,142,840,1352,
0,143,840,1353,
0,144,840,1341,
0,145,840,1342,
0,146,840,1343,
0,147,840,1344,
0,148,840,1345,
0,149,840,1346,
0,150,840,1347,
0,151,840,1348,
0,152,840,1349,
0,153,840,1350,
0,154,840,1351,
0,155,840,1352,
0,156,840,1353,
0,157,840,1341,
0,158,840,1342,
0,159,840,1343,
0,160,840,1344,
0,161,840,1345,
0,162,840,1346,
0,163,840,1347,
0,164,840,1348,
0,165,840,1349,
0,166,840,1350,
0,167,840,1351,
0,168,840,1352,
0,169,840,1353,
0,170,840,1341,
0,171,840,1342,
0,172,840,1343,
0,173,840,1344,
0,174,840,1345,
0,175,840,1346,
0,176,840,1347,
0,177,840,1348,
0,178,840,1349,
0,179,840,1350,
0,180,840,1351,
0,181,840,1352,
0,182,840,1353,
0,183,840,1341,
0,184,840,1342,
0,185,840,1343,
0,186,840,1344,
0,187,840,1345,
0,188,840,1346,
0,189,840,1347,
0,190,840,1348,
0,191,840,1349,
0,192,840,1350,
0,193,840,1351,
0,194,840,1352,
0,195,840,1353,
0,196,840,1341,
0,197,840,1342,
0,198,840,1343,
0,199,840,1344,
0,200,840,1345,
0,201,840,1346,
0,202,840,1347,
0,203,840,1348,
0,204,840,1349,
0,205,840,1350,
0,206,840,1351,
0,207,840,1352,
0,208,840,1353,
0,209,840,1341,
0,210,840,1342,
0,211,840,1343,
0,212,840,1344,
0,213,840,1345,
0,214,840,1346,
0,215,840,1347,
0,216,840,1348,
0,217,840,1349,
0,218,840,1350,
0,219,840,1351,
0,220,840,1352,
0,221,840,1353,
0,222,840,1341,
0,223,840,1342,
0,224,840,1343,
0,225,840,1344,
0,226,840,1345,
0,227,840,1346,
0,228,840,1347,
0,229,840,1348,
0,230,840,1349,
0,231,840,1350,
0,232,840,1351,
0,233,840,1352,
0,234,840,1353,
0,235,840,1341,
0,236,840,1342,
0,237,840,1343,
0,238,840,1344,
0,239,840,1345,
0,240,840,1346,
0,241,840,1347,
0,242,840,1348,
0,243,840,1349,
0,244,840,1350,
0,245,840,1351,
0,246,840,1352,
0,247,840,1353,
0,248,840,1341,
0,249,840,1342,
0,250,840,1343,
0,251,840,1344,
0,252,840,1345,
0,253,840,1346,
0,254,840,1347,
0,255,840,1348,
0,256,840,1349,
0,257,840,1350,
0,258,840,1351,
0,259,840,1352,
0,260,840,1353,
0,261,841,1354,
0,262,841,1355,
0,263,841,1356,
0,264,841,1357,
0,265,841,1358,
0,266,841,1354,
0,267,841,1355,
0,268,841,1356,
0,269,841,1357,
0,270,841,1358,
0,271,841,1354,
0,272,841,1355,
0,273,841,1356,
0,274,841,1357,
0,275,841,1358,
0,276,841,1359,
0,277,841,1354,
0,278,841,1355,
0,279,841,1356,
0,280,841,1357,
0,281,841,1358,
0,282,841,1359,
0,283,841,1354,
0,284,841,1355,
0,285,841,1356,
0,286,841,1357,
0,287,841,1358,
0,288,841,1359,
0,289,841,1354,
0,290,841,1355,
0,291,841,1356,
0,292,841,1357,
0,293,841,1358,
0,294,841,1354,
0,295,841,1355,
0,296,841,1356,
0,297,841,1357,
0,298,841,1358,
0,299,841,1360,
0,300,841,1354,
0,301,841,1355,
0,302,841,1356,
0,303,841,1357,
0,304,841,1358,
0,305,841,1360,
0,306,841,1354,
0,307,841,1355,
0,308,841,1356,
0,309,841,1357,
0,310,841,1358,
0,311,841,1360,
0,312,841,1354,
0,313,841,1355,
0,314,841,1356,
0,315,841,1357,
0,316,841,1358,
0,317,841,1354,
0,318,841,1355,
0,319,841,1356,
0,320,841,1357,
0,321,841,1358,
0,322,841,1360,
0,323,841,1354,
0,324,841,1355,
0,325,841,1356,
0,326,841,1357,
0,327,841,1358,
0,328,841,1360,
0,329,841,1354,
0,330,841,1355,
0,331,841,1356,
0,332,841,1357,
0,333,841,1358,
0,334,841,1360,
0,335,841,1361,
0,336,841,1354,
0,337,841,1355,
0,338,841,1356,
0,339,841,1357,
0,340,841,1358,
0,341,841,1360,
0,342,841,1361,
0,343,841,1354,
0,344,841,1355,
0,345,841,1356,
0,346,841,1357,
0,347,841,1358,
0,348,841,1360,
0,349,842,1362,
0,350,842,1363,
0,351,842,1364,
0,352,842,1365,
0,353,842,1366,
0,354,842,1367,
0,355,842,1368,
0,356,842,1369,
0,357,842,1370,
0,358,842,1371,
0,359,842,1372,
0,360,842,1373,
0,361,842,1374,
0,362,842,1375,
0,363,842,1362,
0,364,842,1363,
0,365,842,1364,
0,366,842,1365,
0,367,842,1366,
0,368,842,1367,
0,369,842,1368,
0,370,842,1369,
0,371,842,1370,
0,372,842,1371,
0,373,842,1372,
0,374,842,1373,
0,375,842,1374,
0,376,842,1375,
0,377,842,1376,
0,378,842,1377,
0,379,842,1362,
0,380,842,1363,
0,381,842,1364,
0,382,842,1365,
0,383,842,1366,
0,384,842,1362,
0,385,842,1363,
0,386,842,1364,
0,387,842,1365,
0,388,842,1366,
0,389,842,1367,
0,390,842,1368,
0,391,842,1369,
0,392,842,1370,
0,393,842,1371,
0,394,842,1372,
0,395,842,1373,
0,396,842,1374,
0,397,842,1375,
0,398,842,1376,
0,399,842,1377,
0,400,842,1367,
0,401,842,1368,
0,402,842,1369,
0,403,842,1370,
0,404,842,1371,
0,405,842,1372,
0,406,842,1373,
0,407,842,1374,
0,408,842,1375,
0,409,842,1376,
0,410,842,1377,
0,411,842,1367,
0,412,842,1368,
0,413,842,1369,
0,414,842,1370,
0,415,842,1371,
0,416,842,1372,
0,417,842,1373,
0,418,842,1374,
0,419,842,1375,
0,420,842,1376,
0,421,842,1377,
0,422,842,1378,
0,423,842,1362,
0,424,842,1363,
0,425,842,1364,
0,426,842,1365,
0,427,842,1366,
0,428,842,1379,
0,429,843,1380,
0,430,843,1381,
0,431,843,1382,
0,432,843,1383,
0,433,843,1384,
0,434,843,1380,
0,435,843,1381,
0,436,843,1382,
0,437,843,1383,
0,438,843,1384,
0,439,843,1385,
0,440,843,1386,
0,441,843,1387,
0,442,843,1388,
0,443,843,1389,
0,444,843,1390,
0,445,843,1391,
0,446,843,1392,
0,447,843,1380,
0,448,843,1381,
0,449,843,1382,
0,450,843,1383,
0,451,843,1384,
0,452,843,1393,
0,453,843,1380,
0,454,843,1381,
0,455,843,1382,
0,456,843,1383,
0,457,843,1384,
0,458,843,1380,
0,459,843,1381,
0,460,843,1382,
0,461,843,1383,
0,462,843,1384,
0,463,843,1380,
0,464,843,1381,
0,465,843,1382,
0,466,843,1383,
0,467,843,1384,
0,468,843,1394,
0,469,843,1380,
0,470,843,1381,
0,471,843,1382,
0,472,843,1383,
0,473,843,1384,
0,474,843,1393,
0,475,843,1381,
0,476,843,1382,
0,477,843,1383,
0,478,843,1394,
0,479,843,1380,
0,480,843,1381,
0,481,843,1382,
0,482,843,1383,
0,483,843,1384,
0,484,844,1395,
0,485,844,1396,
0,486,844,1397,
0,487,844,1398,
0,488,844,1399,
0,489,844,1400,
0,490,844,1401,
0,491,844,1395,
0,492,844,1396,
0,493,844,1397,
0,494,844,1398,
0,495,844,1399,
0,496,844,1400,
0,497,844,1401,
0,498,844,1395,
0,499,844,1396,
0,500,844,1397,
0,501,844,1398,
0,502,844,1399,
0,503,844,1400,
0,504,844,1401,
0,505,844,1395,
0,506,844,1396,
0,507,844,1397,
0,508,844,1398,
0,509,844,1399,
0,510,844,1400,
0,511,844,1401,
0,512,844,1395,
0,513,844,1396,
0,514,844,1397,
0,515,844,1398,
0,516,844,1399,
0,517,844,1400,
0,518,844,1401,
0,519,844,1395,
0,520,844,1396,
0,521,844,1397,
0,522,844,1398,
0,523,844,1399,
0,524,844,1400,
0,525,844,1401,
0,526,844,1395,
0,527,844,1396,
0,528,844,1397,
0,529,844,1398,
0,530,844,1399,
0,531,844,1400,
0,532,844,1395,
0,533,844,1396,
0,534,844,1397,
0,535,844,1398,
0,536,844,1399,
0,537,844,1400,
0,538,844,1395,
0,539,844,1396,
0,540,844,1397,
0,541,844,1398,
0,542,844,1399,
0,543,844,1400,
0,544,844,1395,
0,545,844,1396,
0,546,844,1397,
0,547,844,1398,
0,548,844,1399,
0,549,844,1400,
0,550,844,1396,
0,551,844,1397,
0,552,844,1398,
0,553,844,1399,
0,554,844,1400,
0,555,844,1395,
0,556,844,1396,
0,557,844,1397,
0,558,844,1398,
0,559,844,1399,
0,560,844,1400,
0,561,844,1401,
0,562,844,1402,
0,563,844,1395,
0,564,844,1396,
0,565,844,1397,
0,566,844,1398,
0,567,844,1399,
0,568,844,1400,
0,569,844,1401,
0,570,844,1402,
0,571,844,1395,
0,572,844,1396,
0,573,844,1397,
0,574,844,1398,
0,575,844,1399,
0,576,844,1400,
0,577,844,1401,
0,578,844,1402,
0,579,844,1395,
0,580,844,1396,
0,581,844,1397,
0,582,844,1398,
0,583,844,1399,
0,584,844,1400,
0,585,844,1401,
0,586,844,1402,
0,587,844,1395,
0,588,844,1396,
0,589,844,1397,
0,590,844,1398,
0,591,844,1399,
0,592,844,1400,
0,593,844,1401,
0,594,844,1402,
0,595,844,1395,
0,596,844,1396,
0,597,844,1397,
0,598,844,1398,
0,599,844,1399,
0,600,844,1400,
0,601,844,1401,
0,602,844,1402,
0,603,844,1395,
0,604,844,1396,
0,605,844,1397,
0,606,844,1398,
0,607,844,1399,
0,608,844,1400,
0,609,844,1401,
0,610,844,1402,
0,611,844,1395,
0,612,844,1396,
0,613,844,1397,
0,614,844,1398,
0,615,844,1399,
0,616,844,1400,
0,617,844,1401,
0,618,844,1395,
0,619,844,1396,
0,620,844,1397,
0,621,844,1398,
0,622,844,1399,
0,623,844,1400,
0,624,844,1401,
0,625,844,1395,
0,626,844,1396,
0,627,844,1397,
0,628,844,1398,
0,629,844,1399,
0,630,844,1400,
0,631,844,1401,
0,632,844,1395,
0,633,844,1396,
0,634,844,1397,
0,635,844,1398,
0,636,844,1399,
0,637,844,1400,
0,638,844,1401,
0,639,844,1395,
0,640,844,1396,
0,641,844,1397,
0,642,844,1398,
0,643,844,1399,
0,644,844,1400,
0,645,844,1401,
0,646,844,1395,
0,647,844,1396,
0,648,844,1397,
0,649,844,1398,
0,650,844,1399,
0,651,844,1400,
0,652,844,1401,
0,653,845,1403,
0,654,845,1404,
0,655,845,1405,
0,656,845,1406,
0,657,845,1407,
0,658,845,1408,
0,659,845,1409,
0,660,845,1410,
0,661,845,1411,
0,662,845,1412,
0,663,845,1413,
0,664,845,1414,
0,665,845,1403,
0,666,845,1404,
0,667,845,1405,
0,668,845,1406,
0,669,845,1407,
0,670,845,1403,
0,671,845,1404,
0,672,845,1405,
0,673,845,1406,
0,674,845,1407,
0,675,845,1403,
0,676,845,1404,
0,677,845,1405,
0,678,845,1406,
0,679,845,1407,
0,680,845,1403,
0,681,845,1404,
0,682,845,1405,
0,683,845,1406,
0,684,845,1407,
0,685,845,1408,
0,686,845,1410,
0,687,845,1415,
0,688,845,1411,
0,689,845,1416,
0,690,845,1412,
0,691,845,1417,
0,692,845,1413,
0,693,845,1418,
0,694,845,1414,
0,695,845,1419,
0,696,845,1420,
0,697,845,1421,
0,698,845,1403,
0,699,845,1404,
0,700,845,1405,
0,701,845,1406,
0,702,845,1407,
0,703,845,1408,
0,704,845,1403,
0,705,845,1404,
0,706,845,1405,
0,707,845,1406,
0,708,845,1407,
0,709,845,1408,
0,710,845,1403,
0,711,845,1404,
0,712,845,1405,
0,713,845,1406,
0,714,845,1407,
0,715,845,1408,
0,716,845,1403,
0,717,845,1404,
0,718,845,1405,
0,719,845,1406,
0,720,845,1407,
0,721,845,1408,
0,722,845,1403,
0,723,845,1404,
0,724,845,1405,
0,725,845,1406,
0,726,845,1407,
0,727,845,1408,
0,728,845,1403,
0,729,845,1404,
0,730,845,1405,
0,731,845,1406,
0,732,845,1407,
0,733,845,1408,
0,734,845,1403,
0,735,845,1404,
0,736,845,1405,
0,737,845,1406,
0,738,845,1407,
0,739,845,1408,
0,740,845,1403,
0,741,845,1404,
0,742,845,1405,
0,743,845,1406,
0,744,845,1407,
0,745,845,1408,
0,746,845,1403,
0,747,845,1404,
0,748,845,1405,
0,749,845,1406,
0,750,845,1407,
0,751,845,1408,
0,752,845,1403,
0,753,845,1404,
0,754,845,1405,
0,755,845,1406,
0,756,845,1407,
0,757,845,1408,
0,758,845,1403,
0,759,845,1404,
0,760,845,1405,
0,761,845,1406,
0,762,845,1407,
0,763,845,1408,
0,764,845,1403,
0,765,845,1404,
0,766,845,1405,
0,767,845,1406,
0,768,845,1407,
0,769,845,1408,
0,770,845,1403,
0,771,845,1404,
0,772,845,1405,
0,773,845,1406,
0,774,845,1407,
0,775,845,1408,
0,776,845,1403,
0,777,845,1404,
0,778,845,1405,
0,779,845,1406,
0,780,845,1407,
0,781,845,1408,
0,782,846,1422,
0,783,846,1423,
0,784,846,1424,
0,785,846,1425,
0,786,846,1426,
0,787,846,1427,
0,788,846,1428,
0,789,846,1429,
0,790,846,1430,
0,791,846,1431,
0,792,846,1432,
0,793,846,1433,
0,794,846,1434,
0,795,846,1435,
0,796,846,1436,
0,797,846,1437,
0,798,846,1422,
0,799,846,1423,
0,800,846,1424,
0,801,846,1425,
0,802,846,1426,
0,803,846,1427,
0,804,846,1428,
0,805,846,1429,
0,806,846,1430,
0,807,846,1431,
0,808,846,1432,
0,809,846,1433,
0,810,846,1434,
0,811,846,1435,
0,812,846,1436,
0,813,846,1437,
0,814,846,1422,
0,815,846,1423,
0,816,846,1424,
0,817,846,1425,
0,818,846,1426,
0,819,846,1427,
0,820,846,1428,
0,821,846,1429,
0,822,846,1430,
0,823,846,1431,
0,824,846,1432,
0,825,846,1433,
0,826,846,1434,
0,827,846,1435,
0,828,846,1436,
0,829,846,1437,
0,830,846,1422,
0,831,846,1423,
0,832,846,1424,
0,833,846,1425,
0,834,846,1426,
0,835,846,1427,
0,836,846,1428,
0,837,846,1429,
0,838,846,1430,
0,839,846,1431,
0,840,846,1432,
0,841,846,1433,
0,842,846,1434,
0,843,846,1435,
0,844,846,1436,
0,845,846,1437,
0,846,846,1422,
0,847,846,1423,
0,848,846,1424,
0,849,846,1425,
0,850,846,1426,
0,851,846,1427,
0,852,846,1428,
0,853,846,1429,
0,854,846,1430,
0,855,846,1431,
0,856,846,1432,
0,857,846,1433,
0,858,846,1434,
0,859,846,1435,
0,860,846,1436,
0,861,846,1437,
0,862,846,1422,
0,863,846,1423,
0,864,846,1424,
0,865,846,1425,
0,866,846,1426,
0,867,846,1427,
0,868,846,1428,
0,869,846,1429,
0,870,846,1430,
0,871,846,1431,
0,872,846,1432,
0,873,846,1433,
0,874,846,1434,
0,875,846,1435,
0,876,846,1436,
0,877,846,1437,
0,878,846,1422,
0,879,846,1423,
0,880,846,1424,
0,881,846,1425,
0,882,846,1426,
0,883,846,1427,
0,884,846,1428,
0,885,846,1429,
0,886,846,1430,
0,887,846,1431,
0,888,846,1432,
0,889,846,1433,
0,890,846,1434,
0,891,846,1435,
0,892,846,1436,
0,893,846,1437,
0,894,846,1422,
0,895,846,1423,
0,896,846,1424,
0,897,846,1425,
0,898,846,1426,
0,899,846,1427,
0,900,846,1428,
0,901,846,1429,
0,902,846,1430,
0,903,846,1431,
0,904,846,1432,
0,905,846,1433,
0,906,846,1434,
0,907,846,1435,
0,908,846,1436,
0,909,846,1437,
0,910,846,1422,
0,911,846,1423,
0,912,846,1424,
0,913,846,1425,
0,914,846,1426,
0,915,846,1427,
0,916,846,1428,
0,917,846,1429,
0,918,846,1430,
0,919,846,1431,
0,920,846,1432,
0,921,846,1433,
0,922,846,1434,
0,923,846,1435,
0,924,846,1436,
0,925,846,1437,
0,926,846,1422,
0,927,846,1423,
0,928,846,1424,
0,929,846,1425,
0,930,846,1426,
0,931,846,1427,
0,932,846,1428,
0,933,846,1429,
0,934,846,1430,
0,935,846,1431,
0,936,846,1432,
0,937,846,1433,
0,938,846,1434,
0,939,846,1435,
0,940,846,1436,
0,941,846,1437,
0,942,846,1422,
0,943,846,1423,
0,944,846,1424,
0,945,846,1425,
0,946,846,1426,
0,947,846,1427,
0,948,846,1428,
0,949,846,1429,
0,950,846,1430,
0,951,846,1431,
0,952,846,1432,
0,953,846,1433,
0,954,846,1434,
0,955,846,1435,
0,956,846,1436,
0,957,846,1437,
0,958,846,1422,
0,959,846,1423,
0,960,846,1424,
0,961,846,1425,
0,962,846,1426,
0,963,846,1427,
0,964,846,1428,
0,965,846,1429,
0,966,846,1430,
0,967,846,1431,
0,968,846,1432,
0,969,846,1433,
0,970,846,1434,
0,971,846,1435,
0,972,846,1436,
0,973,846,1437,
0,974,846,1422,
0,975,846,1423,
0,976,846,1424,
0,977,846,1425,
0,978,846,1426,
0,979,846,1427,
0,980,846,1428,
0,981,846,1429,
0,982,846,1430,
0,983,846,1431,
0,984,846,1432,
0,985,846,1433,
0,986,846,1434,
0,987,846,1435,
0,988,846,1436,
0,989,846,1437,
0,990,846,1422,
0,991,846,1423,
0,992,846,1424,
0,993,846,1425,
0,994,846,1426,
0,995,846,1427,
0,996,846,1428,
0,997,846,1429,
0,998,846,1430,
0,999,846,1431,
0,1000,846,1432,
0,1001,846,1433,
0,1002,846,1434,
0,1003,846,1435,
0,1004,846,1436,
0,1005,846,1437,
0,1006,846,1423,
0,1007,846,1424,
0,1008,846,1425,
0,1009,846,1426,
0,1010,846,1427,
0,1011,846,1428,
0,1012,846,1429,
0,1013,846,1430,
0,1014,846,1431,
0,1015,846,1432,
0,1016,846,1433,
0,1017,846,1434,
0,1018,846,1435,
0,1019,846,1436,
0,1020,846,1437,
0,1021,846,1422,
0,1022,846,1423,
0,1023,846,1424,
0,1024,846,1425,
0,1025,846,1426,
0,1026,846,1427,
0,1027,846,1428,
0,1028,846,1429,
0,1029,846,1430,
0,1030,846,1431,
0,1031,846,1432,
0,1032,846,1433,
0,1033,846,1434,
0,1034,846,1435,
0,1035,846,1436,
0,1036,846,1437,
0,1037,846,1422,
0,1038,846,1423,
0,1039,846,1424,
0,1040,846,1425,
0,1041,846,1426,
0,1042,846,1427,
0,1043,846,1428,
0,1044,846,1429,
0,1045,846,1430,
0,1046,846,1431,
0,1047,846,1432,
0,1048,846,1433,
0,1049,846,1434,
0,1050,846,1435,
0,1051,846,1436,
0,1052,846,1437,
0,1053,846,1422,
0,1054,846,1423,
0,1055,846,1424,
0,1056,846,1425,
0,1057,846,1426,
0,1058,846,1427,
0,1059,846,1428,
0,1060,846,1429,
0,1061,846,1430,
0,1062,846,1431,
0,1063,846,1432,
0,1064,846,1433,
0,1065,846,1434,
0,1066,846,1435,
0,1067,846,1436,
0,1068,846,1437,
0,1069,846,1422,
0,1070,846,1423,
0,1071,846,1424,
0,1072,846,1425,
0,1073,846,1426,
0,1074,846,1427,
0,1075,846,1428,
0,1076,846,1429,
0,1077,846,1430,
0,1078,846,1431,
0,1079,846,1432,
0,1080,846,1433,
0,1081,846,1434,
0,1082,846,1435,
0,1083,846,1436,
0,1084,846,1437,
0,1085,846,1422,
0,1086,846,1423,
0,1087,846,1424,
0,1088,846,1425,
0,1089,846,1426,
0,1090,846,1427,
0,1091,846,1428,
0,1092,846,1429,
0,1093,846,1430,
0,1094,846,1431,
0,1095,846,1432,
0,1096,846,1433,
0,1097,846,1434,
0,1098,846,1435,
0,1099,846,1436,
0,1100,846,1437,
