skuId,refId,markup,listPrice,basePrice,costPrice
,96364170,,55,55,55
,81688204,,55,55,55
,95989241,,55,55,55
,90766591,,85,85,85
,94338838,,85,85,85
,95369258,,85,85,85
,94394836,,85,85,85
,95376215,,85,85,85
,94339564,,85,85,85
,93502747,,85,85,85
,69851759,,85,85,85
,96617603,,85,85,85
,94224860,,85,85,85
,95933787,,85,85,85
,92820202,,85,85,85
,94124660,,85,85,85
,87099862,,85,85,85
,93060221,,85,85,85
,95376951,,85,85,85
,93503952,,85,85,85
,80331770,,85,85,85
,90052111,,85,85,85
,96213203,,85,85,85
,96212914,,85,85,85
,95675024,,85,85,85
,90053938,,85,85,85
,95591474,,85,85,85
,94340050,,85,85,85
,56361174,,85,85,85
,96031175,,85,85,85
,94573373,,85,85,85
,95681863,,85,85,85
,56361159,,85,85,85
,95264217,,85,85,85
,91270448,,85,85,85
