skuId,refId,markup,listPrice,basePrice,costPrice
,93503989,,90,63,63
,94907078,,90,63,63
,94394715,,90,63,63
,92407090,,90,63,63
,96540090,,90,63,63
,96062635,,90,63,63
,94339589,,90,63,63
,87134490,,90,63,63
,96310677,,90,63,63
,96062578,,90,63,63
,95377010,,90,63,63
,80579787,,90,63,63
,92022573,,90,63,63
,96027700,,90,63,63
,84486402,,90,63,63
,91415958,,90,63,63
,85380345,,90,63,63
,95938155,,90,63,63
,96031162,,90,63,63
,61019578,,90,63,63
,95996451,,90,63,63
,97082065,,90,63,63
,94339986,,90,63,63
,94372791,,90,63,63
,96405226,,90,63,63
,96116691,,90,63,63
,95591231,,90,63,63
,92820099,,90,63,63
,95596906,,90,63,63
,95606820,,90,63,63
,87970556,,90,63,63
,95933872,,90,63,63
,49164988,,150,150,150
,94426700,,150,150,150
,95675063,,150,150,150
,94468283,,150,150,150
,95591461,,150,150,150
,96079834,,150,150,150
,87140637,,150,150,150
,81683919,,150,150,150
,95994850,,150,150,150
,94047186,,150,150,150
,94978387,,150,150,150
,95067671,,150,150,150
,96481091,,150,150,150
,96341139,,150,150,150
,91693433,,150,150,150
,96481447,,150,150,150
,94394742,,150,150,150
,87134246,,150,150,150
,94190781,,150,150,150
,93385968,,150,150,150
,87133971,,150,150,150
,93504254,,150,150,150
,94200832,,150,150,150
,93952352,,150,150,150
,96475669,,150,150,150
,94164208,,150,150,150
,87099957,,150,150,150
,54483818,,150,150,150
,96172935,,150,150,150
,84486385,,150,150,150
,96049225,,150,150,150
,94394851,,150,150,150
,94338623,,150,150,150
,95393890,,150,150,150
,93389882,,150,150,150
,94134456,,150,150,150
,52298650,,150,150,150
,95930126,,150,150,150
,94260809,,150,150,150
,94686148,,150,150,150
,96233847,,150,150,150
,77082214,,150,150,150
,95689526,,150,150,150
,96079931,,150,150,150
,94907966,,150,150,150
,96172923,,150,150,150
,96062648,,150,150,150
,94906943,,150,150,150
,96017220,,100,100,100
,95938167,,100,100,100
,94573402,,100,100,100
,82273563,,100,100,100
,96549871,,100,100,100
,94338156,,100,100,100
,75505423,,100,100,100
,92819880,,100,100,100
,96481517,,100,100,100
,97186778,,100,100,100
,95369724,,100,100,100
,92407294,,100,100,100
,80331907,,100,100,100
,92830013,,100,100,100
,92407421,,100,100,100
,92383237,,100,100,100
,94426629,,85,85,85
,96062565,,85,85,85
,81688461,,85,85,85
,95325387,,85,85,85
,95192112,,85,85,85
,93501545,,85,85,85
,38359440,,85,85,85
,49164990,,85,85,85
,95938182,,85,85,85
,96481122,,85,85,85
,93389567,,85,85,85
,94978431,,85,85,85
,95597780,,85,85,85
,94908013,,85,85,85
,94394224,,85,85,85
,94898211,,85,85,85
,95999270,,85,85,85
,95701219,,85,85,85
,93096810,,85,85,85
,93423675,,85,85,85
,94491250,,85,85,85
,96617630,,85,85,85
,95930932,,85,85,85
,94338865,,85,85,85
,92023269,,85,85,85
,59811719,,85,85,85
,94956808,,85,85,85
,94476536,,85,85,85
,94049120,,85,85,85
,75505408,,85,85,85
,95989195,,85,85,85
,96481174,,85,85,85
,87133929,,85,85,85
,91384194,,85,85,85
,95591268,,85,85,85
,94421105,,85,85,85
,96030124,,85,85,85
,96481204,,85,85,85
,94468295,,85,85,85
,56361271,,85,85,85
,90053965,,85,85,85
,95531116,,85,85,85
,92819226,,85,85,85
,92912284,,85,85,85
,94476512,,85,85,85
,94340157,,85,85,85
,96310689,,85,85,85
,66733158,,85,85,85
,95191440,,65,65,65
,96033325,,65,65,65
,94421048,,65,65,65
,91081254,,65,65,65
,94508668,,65,65,65
,87134027,,65,65,65
,96337277,,65,65,65
,95596890,,65,65,65
,93389555,,65,65,65
,94394373,,65,65,65
,95666427,,65,65,65
,95004967,,65,65,65
,96049240,,65,65,65
,92911630,,65,65,65
,97081994,,65,65,65
,95938910,,65,65,65
,91384200,,65,65,65
,93423335,,65,65,65
,96213049,,65,65,65
,94124742,,65,65,65
,95591486,,65,65,65
,94394697,,65,65,65
,94685806,,65,65,65
,52298648,,65,65,65
,81684178,,65,65,65
,92407282,,65,65,65
,95280337,,65,65,65
,92023041,,65,65,65
,92022628,,65,65,65
,89796763,,65,65,65
,92022630,,65,65,65
,95938703,,65,65,65
,97186811,,110,110,110
,32448508,,110,110,110
,90766525,,110,110,110
,95938200,,110,110,110
,92912187,,110,110,110
,94491262,,110,110,110
,94338308,,110,110,110
,94394890,,110,110,110
,97082053,,110,110,110
,93389900,,110,110,110
,94125138,,110,110,110
,95946135,,110,110,110
,94394876,,110,110,110
,94956780,,110,110,110
,94134308,,110,110,110
,96068339,,110,110,110
,97028135,,110,110,110
,95929234,,110,110,110
,96033337,,110,110,110
,96415568,,110,110,110
,95702065,,110,110,110
,95397092,,110,110,110
,97186862,,110,110,110
,95767871,,110,110,110
,96393126,,110,110,110
,91270993,,110,110,110
,95369382,,110,110,110
,96172911,,110,110,110
,96213146,,110,110,110
,91081239,,110,110,110
,95191534,,110,110,110
,94340227,,110,110,110
,94295662,,550,550,550
,85953701,,550,550,550
,96405086,,550,550,550
,84486306,,550,550,550
,87099969,,550,550,550
,96490700,,550,550,550
,92912220,,550,550,550
,94134608,,550,550,550
,94134611,,550,550,550
,95681888,,550,550,550
,96062171,,550,550,550
,96062183,,550,550,550
,95701081,,550,550,550
,96213106,,550,550,550
,95264091,,550,550,550
,95369449,,55,55,55
,94475947,,55,55,55
,88254822,,55,55,55
,96062553,,55,55,55
,92383200,,55,55,55
,94338648,,55,55,55
,96213497,,55,55,55
,95930969,,55,55,55
,93462323,,55,55,55
,93060246,,55,55,55
,87538385,,55,55,55
,95397518,,55,55,55
,95842351,,55,55,55
,94114247,,55,55,55
,91693243,,55,55,55
,96405201,,55,55,55
,92022790,,55,55,55
,94476166,,55,55,55
,94338795,,55,55,55
,94338878,,55,55,55
,96166198,,55,55,55
,93951314,,55,55,55
,42956179,,55,55,55
,95936196,,55,55,55
,94340087,,55,55,55
,94907041,,55,55,55
,96049307,,55,55,55
,81684017,,55,55,55
,92023381,,55,55,55
,81688365,,55,55,55
,96471912,,55,55,55
,97028148,,55,55,55
,61019592,,55,55,55
,94124946,,55,55,55
,95809078,,55,55,55
,93952497,,55,55,55
,95933748,,55,55,55
,96481459,,55,55,55
,95762646,,55,55,55
,94897249,,55,55,55
,94394415,,55,55,55
,92830268,,55,55,55
,80715714,,55,55,55
,94468229,,55,55,55
,94340239,,55,55,55
