warehouseId,skuId,refId,unlimitedQuantity,dateUtcOnBalanceSystem,quantity
1,,95930899,true,,28
1,,94338362,true,,6
1,,94573427,true,,6
1,,86247856,true,,1
1,,94394321,true,,12
1,,94339674,true,,12
1,,94338911,true,,13
1,,94047025,true,,13
1,,92022616,true,,11
1,,94573549,true,,1
1,,87970568,true,,5
1,,96364182,true,,32
1,,94476115,true,,95
1,,80579532,true,,99
1,,94245703,true,,65
1,,96068379,true,,16
1,,90050437,true,,7
1,,94491275,true,,32
1,,95809065,true,,26
1,,94849027,true,,6
1,,95584427,true,,36
1,,93060136,true,,17
1,,91270596,true,,14
1,,54483845,true,,61
1,,95930984,true,,107
1,,80999788,true,,130
1,,95946108,true,,82
1,,96373338,true,,19
1,,96310594,true,,9
1,,80715905,true,,52
1,,96065192,true,,102
1,,80579642,true,,146
1,,96213460,true,,76
1,,96144105,true,,18
1,,95358123,true,,46
1,,39045030,true,,40
1,,95131228,true,,76
1,,95754942,true,,59
1,,95376196,true,,42
1,,92023257,true,,36
1,,94476415,true,,33
1,,94047341,true,,42
1,,94491235,true,,55
1,,96284918,true,,52
1,,96784278,true,,12
1,,95989292,true,,24
1,,96364213,true,,28
1,,93389773,true,,23
1,,94426683,true,,8
1,,92023038,true,,12
1,,96522449,true,,11
1,,81683524,true,,45
1,,91270520,true,,34
1,,96027898,true,,5
1,,95666454,true,,13
1,,91270499,true,,5
1,,94338404,true,,9
1,,91693325,true,,18
1,,95192149,true,,6
1,,91270532,true,,6
1,,93060260,true,,16
1,,95280937,true,,10
1,,81688941,true,,4
1,,81683851,true,,22
1,,94957752,true,,20
1,,96234297,true,,14
1,,94049118,true,,25
1,,95738724,true,,27
1,,95701712,true,,18
1,,95702053,true,,27
1,,81688217,true,,23
1,,91692217,true,,23
1,,96069283,true,,10
1,,96212980,true,,21
1,,94340242,true,,46
1,,95352565,true,,22
1,,93504023,true,,11
1,,95393876,true,,31
1,,95225868,true,,24
1,,56361256,true,,9
1,,95362216,true,,11
1,,96341166,true,,32
1,,95362894,true,,26
1,,95933723,true,,12
1,,81688147,true,,11
1,,56361122,true,,18
1,,81688110,true,,20
1,,92023339,true,,5
1,,81000008,true,,13
1,,91270462,true,,28
1,,85087289,true,,24
1,,95859440,true,,7
1,,94049769,true,,8
1,,97186972,true,,9
1,,94134292,true,,9
1,,95841977,true,,11
1,,96471881,true,,13
1,,96481110,true,,7
1,,93504062,true,,10
1,,95938537,true,,5
1,,94427002,true,,7
1,,90052080,true,,27
1,,93060233,true,,99
1,,95765151,true,,72
1,,87133113,true,,34
1,,94134362,true,,47
1,,96017080,true,,126
1,,92023123,true,,132
1,,96481186,true,,52
1,,96410360,true,,25
1,,81683876,true,,120
1,,92911724,true,,125
1,,94113957,true,,55
1,,96062129,true,,57
1,,95842309,true,,177
1,,96172783,true,,167
1,,93503243,true,,75
1,,94223629,true,,69
1,,88254713,true,,180
1,,95765163,true,,187
1,,94295717,true,,69
1,,92022806,true,,51
1,,95761634,true,,131
1,,95938686,true,,146
1,,94573385,true,,70
1,,95939069,true,,44
1,,91693419,true,,108
1,,39045028,true,,117
1,,94373109,true,,45
1,,94049705,true,,41
1,,94237026,true,,132
1,,96481159,true,,120
1,,91271052,true,,57
1,,94338253,true,,30
1,,93951341,true,,136
1,,96028355,true,,147
1,,94245494,true,,44
1,,96078332,true,,34
1,,94245416,true,,117
1,,94898223,true,,116
1,,95681836,true,,50
1,,95738751,true,,38
1,,92022788,true,,158
1,,95352611,true,,143
1,,97186969,true,,65
1,,95325801,true,,44
1,,94907315,true,,165
1,,93952446,true,,182
1,,96410427,true,,88
1,,95702078,true,,56
1,,94200857,true,,197
1,,94573397,true,,163
1,,96601154,true,,69
1,,94685916,true,,24
1,,96172962,true,,102
1,,95591244,true,,105
1,,80715726,true,,37
1,,96481498,true,,35
1,,95994778,true,,70
1,,93423323,true,,32
1,,93501642,true,,53
1,,94340184,true,,10
1,,94339659,true,,11
1,,94245361,true,,23
1,,95938116,true,,35
1,,96213313,true,,71
1,,94491248,true,,39
1,,95702038,true,,42
1,,93389600,true,,10
1,,96166122,true,,13
1,,94200927,true,,11
1,,95701303,true,,52
1,,87134928,true,,80
1,,92829746,true,,34
1,,95597835,true,,38
1,,95491598,true,,12
1,,97082078,true,,16
1,,96233886,true,,13
1,,96233929,true,,86
1,,81688459,true,,129
1,,96030079,true,,46
1,,80715792,true,,48
1,,94245743,true,,11
1,,95765246,true,,14
1,,95352483,true,,12
1,,94685970,true,,1
1,,93503230,true,,30
1,,95939057,true,,25
1,,96062704,true,,29
1,,96405144,true,,26
1,,94125275,true,,4
1,,95938455,true,,3
1,,96213243,true,,21
1,,94047064,true,,25
1,,95191683,true,,57
1,,96031205,true,,4
1,,95325768,true,,1
1,,94426968,true,,13
1,,94190621,true,,31
1,,92023150,true,,77
1,,94928115,true,,17
1,,85087097,true,,29
1,,97186887,true,,13
1,,94260781,true,,27
1,,96031111,true,,36
1,,94049279,true,,71
1,,97188670,true,,8
1,,92023342,true,,4
1,,96028694,true,,1
1,,95842324,true,,42
1,,95954551,true,,81
1,,81688186,true,,49
1,,96373326,true,,33
1,,94340132,true,,49
1,,87134506,true,,42
1,,96068954,true,,1
1,,96027917,true,,56
1,,92022994,true,,87
1,,95325592,true,,50
1,,95989171,true,,34
1,,91384225,true,,73
1,,96284920,true,,49
1,,81683397,true,,71
1,,90766540,true,,90
1,,94911895,true,,77
1,,84486321,true,,17
1,,94113899,true,,107
1,,96017366,true,,105
1,,94907557,true,,114
1,,94047174,true,,20
1,,96471720,true,,22
1,,95701916,true,,38
1,,96475587,true,,167
1,,96475918,true,,163
1,,94906967,true,,172
1,,95597138,true,,38
1,,94476479,true,,45
1,,95264244,true,,54
1,,93423280,true,,81
1,,94124766,true,,33
1,,95191507,true,,3
1,,95938730,true,,8
1,,96234316,true,,41
1,,95280340,true,,15
1,,95989183,true,,24
1,,95191164,true,,3
1,,95936215,true,,32
1,,94049099,true,,59
1,,95933818,true,,15
1,,96364155,true,,13
1,,96382395,true,,1
1,,96475575,true,,57
1,,94394727,true,,78
1,,96491943,true,,20
1,,94052404,true,,3
1,,87134258,true,,74
1,,80579639,true,,79
1,,93504336,true,,51
1,,81689049,true,,1
1,,94978323,true,,1
1,,92911616,true,,83
1,,92912296,true,,96
1,,91270832,true,,52
1,,94223789,true,,1
1,,96405117,true,,7
1,,94849015,true,,80
1,,81688844,true,,87
1,,81688817,true,,47
1,,80999751,true,,9
1,,86247774,true,,35
1,,92911712,true,,51
1,,97188655,true,,48
1,,96481052,true,,33
1,,95996463,true,,38
1,,95606711,true,,11
1,,94476142,true,,21
1,,96062538,true,,79
1,,94947518,true,,115
1,,94372740,true,,120
1,,96068462,true,,74
1,,96116640,true,,75
1,,96143940,true,,23
1,,92912162,true,,22
1,,94236860,true,,70
1,,94373163,true,,122
1,,95689278,true,,110
1,,96062241,true,,76
1,,96481064,true,,68
1,,94245537,true,,21
1,,87970486,true,,21
1,,94134592,true,,21
1,,93462335,true,,71
1,,95547383,true,,63
1,,54488947,true,,21
1,,96287272,true,,20
1,,94338541,true,,16
1,,94114331,true,,21
1,,85953696,true,,14
1,,69852964,true,,129
1,,93504309,true,,112
1,,81688392,true,,57
1,,94114395,true,,76
1,,96490847,true,,13
1,,96068411,true,,24
1,,85953726,true,,192
1,,91270627,true,,189
1,,95938782,true,,78
1,,96030054,true,,96
1,,96475657,true,,20
1,,92407088,true,,23
1,,32448478,true,,165
1,,95352471,true,,140
1,,88802191,true,,78
1,,96069013,true,,92
1,,96784265,true,,9
1,,94124685,true,,9
1,,92819923,true,,47
1,,90766716,true,,76
1,,45121428,true,,103
1,,94338923,true,,56
1,,95666576,true,,9
1,,91271341,true,,24
1,,92830283,true,,34
1,,94492737,true,,45
1,,96522490,true,,34
1,,81683890,true,,2
1,,90766743,true,,8
1,,77082195,true,,40
1,,94978362,true,,106
1,,94125287,true,,96
1,,95636990,true,,73
1,,93058412,true,,7
1,,94295526,true,,28
1,,69851710,true,,94
1,,96490859,true,,176
1,,93386015,true,,178
1,,96068520,true,,111
1,,87133968,true,,33
1,,95376202,true,,3
1,,93390000,true,,26
1,,94124985,true,,50
1,,96393165,true,,44
1,,95325348,true,,23
1,,81684029,true,,9
1,,94124781,true,,6
1,,94049688,true,,34
1,,95584479,true,,58
1,,96017408,true,,63
1,,95280088,true,,28
1,,94884825,true,,6
1,,96310652,true,,8
1,,95325399,true,,35
1,,94114629,true,,26
1,,93503119,true,,4
1,,85118289,true,,35
1,,95767868,true,,20
1,,95765260,true,,6
1,,95192233,true,,39
1,,95597741,true,,45
1,,77082226,true,,16
1,,93502434,true,,29
1,,95870495,true,,18
1,,96234355,true,,79
1,,95584466,true,,173
1,,93385929,true,,169
1,,94911040,true,,94
1,,94338892,true,,27
1,,94926950,true,,20
1,,95702026,true,,74
1,,94668726,true,,165
1,,96069326,true,,178
1,,95694780,true,,97
1,,94295675,true,,25
1,,94052201,true,,18
1,,94907545,true,,65
1,,96213255,true,,152
1,,95933884,true,,161
1,,96172768,true,,94
1,,95675036,true,,25
1,,95636705,true,,14
1,,95762633,true,,83
1,,77082350,true,,160
1,,95280964,true,,154
1,,96213063,true,,88
1,,95939045,true,,22
1,,94394306,true,,123
1,,94956741,true,,183
1,,81688410,true,,184
1,,95397475,true,,129
1,,94421050,true,,61
1,,95606642,true,,106
1,,87133067,true,,110
1,,95368956,true,,80
1,,84486397,true,,111
1,,95636912,true,,197
1,,94669028,true,,192
1,,96234303,true,,106
1,,96481474,true,,82
1,,69853172,true,,125
1,,95191695,true,,136
1,,95191822,true,,91
1,,81688268,true,,73
1,,92023315,true,,159
1,,94685873,true,,130
1,,38359425,true,,91
1,,96784308,true,,7
1,,95478558,true,,14
1,,92830229,true,,63
1,,96475753,true,,87
1,,94223617,true,,48
1,,93389977,true,,11
1,,96028463,true,,7
1,,94897251,true,,14
1,,97082135,true,,73
1,,97054027,true,,98
1,,92911788,true,,64
1,,95938610,true,,22
1,,95191464,true,,7
1,,94468159,true,,11
1,,95666536,true,,41
1,,96212978,true,,72
1,,92912135,true,,36
1,,96031148,true,,8
1,,92023108,true,,1
1,,96481544,true,,20
1,,95325704,true,,54
1,,93389364,true,,70
1,,91270927,true,,52
1,,93492492,true,,10
1,,48108532,true,,2
1,,95131230,true,,25
1,,95930141,true,,5
1,,96659691,true,,19
1,,80579805,true,,38
1,,95597029,true,,7
1,,95478546,true,,1
1,,95765258,true,,19
1,,95841940,true,,1
1,,97187929,true,,5
1,,95192136,true,,47
1,,95701806,true,,5
1,,92022903,true,,3
1,,96417936,true,,1
1,,95701190,true,,5
1,,87140582,true,,1
1,,95192246,true,,1
1,,96213340,true,,4
1,,96213364,true,,10
1,,94125208,true,,15
1,,96475741,true,,7
1,,95701709,true,,3
1,,81684031,true,,1
1,,92023245,true,,8
1,,92384102,true,,11
1,,93462278,true,,16
1,,95989348,true,,6
1,,96030066,true,,3
1,,94685670,true,,2
1,,92912175,true,,1
1,,94338241,true,,2
1,,92023232,true,,3
1,,92022858,true,,14
1,,69851895,true,,16
1,,94928127,true,,16
1,,87133028,true,,5
1,,86663973,true,,12
1,,95191207,true,,37
1,,97082162,true,,7
1,,96287342,true,,60
1,,94340120,true,,183
1,,94245610,true,,48
1,,96481013,true,,1
1,,93060370,true,,181
1,,32448535,true,,44
1,,85087155,true,,1
1,,95929222,true,,20
1,,94114286,true,,7
1,,96062650,true,,1
1,,88254700,true,,28
1,,94340035,true,,9
1,,96049252,true,,4
1,,94338662,true,,27
1,,59812035,true,,26
1,,86247844,true,,1
1,,85381043,true,,7
1,,95701093,true,,18
1,,85382749,true,,9
1,,94124973,true,,17
1,,96068993,true,,11
1,,86602643,true,,9
1,,81688378,true,,24
1,,92023148,true,,18
1,,91270572,true,,8
1,,97082175,true,,15
1,,95187685,true,,19
1,,96144349,true,,19
1,,92829594,true,,9
1,,92911751,true,,11
1,,96027929,true,,26
1,,94394454,true,,23
1,,96079859,true,,9
1,,96017065,true,,15
1,,95681851,true,,16
1,,87134476,true,,17
1,,95377007,true,,18
1,,94492917,true,,16
1,,95930138,true,,16
1,,94223695,true,,1
1,,95393906,true,,14
1,,85953738,true,,14
1,,96475548,true,,14
1,,59811625,true,,16
1,,96410373,true,,3
1,,92911749,true,,15
1,,93504324,true,,15
1,,96068423,true,,15
1,,96065180,true,,17
1,,94124958,true,,13
1,,96475765,true,,16
1,,93952485,true,,5
1,,95938755,true,,14
1,,87133070,true,,18
1,,91692204,true,,19
1,,96341142,true,,18
1,,96143937,true,,3
1,,95946111,true,,15
1,,96393114,true,,15
1,,93952458,true,,20
1,,96062592,true,,14
1,,69851474,true,,15
1,,94125071,true,,23
1,,95329331,true,,10
1,,95931055,true,,20
1,,87970498,true,,20
1,,82539803,true,,15
1,,97028175,true,,13
1,,94245443,true,,5
1,,95393851,true,,17
1,,96028476,true,,13
1,,88516394,true,,16
1,,93503989,true,,18
1,,94907078,true,,5
1,,94394715,true,,15
1,,92407090,true,,13
1,,96540090,true,,5
1,,96062635,true,,13
1,,94339589,true,,10
1,,87134490,true,,7
1,,96310677,true,,11
1,,96062578,true,,5
1,,95377010,true,,13
1,,80579787,true,,15
1,,92022573,true,,30
1,,96027700,true,,12
1,,84486402,true,,23
1,,91415958,true,,19
1,,85380345,true,,16
1,,95938155,true,,20
1,,96031162,true,,2
1,,61019578,true,,8
1,,95996451,true,,20
1,,97082065,true,,12
1,,94339986,true,,1
1,,94372791,true,,8
1,,96405226,true,,29
1,,96116691,true,,70
1,,95591231,true,,1
1,,92820099,true,,33
1,,95596906,true,,41
1,,95606820,true,,47
1,,87970556,true,,94
1,,95933872,true,,111
1,,49164988,true,,50
1,,94426700,true,,45
1,,95675063,true,,1
1,,94468283,true,,19
1,,95591461,true,,73
1,,96079834,true,,61
1,,87140637,true,,20
1,,81683919,true,,37
1,,95994850,true,,1
1,,94047186,true,,1
1,,94978387,true,,15
1,,95067671,true,,27
1,,96481091,true,,3
1,,96341139,true,,71
1,,91693433,true,,65
1,,96481447,true,,49
1,,94394742,true,,66
1,,87134246,true,,1
1,,94190781,true,,85
1,,93385968,true,,1
1,,87133971,true,,34
1,,93504254,true,,61
1,,94200832,true,,55
1,,93952352,true,,67
1,,96475669,true,,85
1,,94164208,true,,74
1,,87099957,true,,11
1,,54483818,true,,25
1,,96172935,true,,10
1,,84486385,true,,69
1,,96049225,true,,124
1,,94394851,true,,217
1,,94338623,true,,125
1,,95393890,true,,136
1,,93389882,true,,60
1,,94134456,true,,52
1,,52298650,true,,88
1,,95930126,true,,160
1,,94260809,true,,253
1,,94686148,true,,1
1,,96233847,true,,1
1,,77082214,true,,81
1,,95689526,true,,79
1,,96079931,true,,45
1,,94907966,true,,108
1,,96172923,true,,76
1,,96062648,true,,19
1,,94906943,true,,63
1,,96017220,true,,157
1,,95938167,true,,123
1,,94573402,true,,1
1,,82273563,true,,716
1,,96549871,true,,5
1,,94338156,true,,71
1,,75505423,true,,1
1,,92819880,true,,25
1,,96481517,true,,40
1,,97186778,true,,46
1,,95369724,true,,67
1,,92407294,true,,35
1,,80331907,true,,1
1,,92830013,true,,7
1,,92407421,true,,142
1,,92383237,true,,210
1,,94426629,true,,79
1,,96062565,true,,76
1,,81688461,true,,1
1,,95325387,true,,21
1,,95192112,true,,31
1,,93501545,true,,76
1,,38359440,true,,153
1,,49164990,true,,159
1,,95938182,true,,89
1,,96481122,true,,45
1,,93389567,true,,52
1,,94978431,true,,93
1,,95597780,true,,179
1,,94908013,true,,113
1,,94394224,true,,43
1,,94898211,true,,141
1,,95999270,true,,1
1,,95701219,true,,1
1,,93096810,true,,80
1,,93423675,true,,166
1,,94491250,true,,74
1,,96617630,true,,1
1,,95930932,true,,119
1,,94338865,true,,67
1,,92023269,true,,29
1,,59811719,true,,83
1,,94956808,true,,27
1,,94476536,true,,7
1,,94049120,true,,15
1,,75505408,true,,11
1,,95989195,true,,13
1,,96481174,true,,15
1,,87133929,true,,1
1,,91384194,true,,17
1,,95591268,true,,11
1,,94421105,true,,1
1,,96030124,true,,21
1,,96481204,true,,1
1,,94468295,true,,13
1,,56361271,true,,94
1,,90053965,true,,187
1,,95531116,true,,36
1,,92819226,true,,46
1,,92912284,true,,32
1,,94476512,true,,78
1,,94340157,true,,10
1,,96310689,true,,12
1,,66733158,true,,102
1,,95191440,true,,153
1,,96033325,true,,146
1,,94421048,true,,65
1,,91081254,true,,20
1,,94508668,true,,29
1,,87134027,true,,2
1,,96337277,true,,18
1,,95596890,true,,62
1,,93389555,true,,216
1,,94394373,true,,245
1,,95666427,true,,132
1,,95004967,true,,53
1,,96049240,true,,71
1,,92911630,true,,1
1,,97081994,true,,1
1,,95938910,true,,9
1,,91384200,true,,24
1,,93423335,true,,48
1,,96213049,true,,1
1,,94124742,true,,7
1,,95591486,true,,37
1,,94394697,true,,3
1,,94685806,true,,12
1,,52298648,true,,19
1,,81684178,true,,5
1,,92407282,true,,4
1,,95280337,true,,113
1,,92023041,true,,185
1,,92022628,true,,182
1,,89796763,true,,100
1,,92022630,true,,6
1,,95938703,true,,89
1,,97186811,true,,1
1,,32448508,true,,162
1,,90766525,true,,86
1,,95938200,true,,2
1,,92912187,true,,5
1,,94491262,true,,98
1,,94338308,true,,141
1,,94394890,true,,123
1,,97082053,true,,1
1,,93389900,true,,1
1,,94125138,true,,11
1,,95946135,true,,12
1,,94394876,true,,10
1,,94956780,true,,17
1,,94134308,true,,24
1,,96068339,true,,37
1,,97028135,true,,28
1,,95929234,true,,6
1,,96033337,true,,10
1,,96415568,true,,20
1,,95702065,true,,50
1,,95397092,true,,45
1,,97186862,true,,28
1,,95767871,true,,12
1,,96393126,true,,9
1,,91270993,true,,2
1,,95369382,true,,1
1,,96172911,true,,1
1,,96213146,true,,1
1,,91081239,true,,1
1,,95191534,true,,29
1,,94340227,true,,32
1,,94295662,true,,19
1,,85953701,true,,9
1,,96405086,true,,12
1,,84486306,true,,104
1,,87099969,true,,1
1,,96490700,true,,1
1,,92912220,true,,102
1,,94134608,true,,1
1,,94134611,true,,27
1,,95681888,true,,104
1,,96062171,true,,162
1,,96062183,true,,163
1,,95701081,true,,107
1,,96213106,true,,28
1,,95264091,true,,27
1,,95369449,true,,110
1,,94475947,true,,165
1,,88254822,true,,166
1,,96062553,true,,106
1,,92383200,true,,37
1,,94338648,true,,39
1,,96213497,true,,105
1,,95930969,true,,153
1,,93462323,true,,164
1,,93060246,true,,102
1,,87538385,true,,28
1,,95397518,true,,26
1,,95842351,true,,18
1,,94114247,true,,2
1,,91693243,true,,18
1,,96405201,true,,1
1,,92022790,true,,7
1,,94476166,true,,37
1,,94338795,true,,17
1,,94338878,true,,3
1,,96166198,true,,41
1,,93951314,true,,36
1,,42956179,true,,1
1,,95936196,true,,1
1,,94340087,true,,3
1,,94907041,true,,22
1,,96049307,true,,63
1,,81684017,true,,7
1,,92023381,true,,15
1,,81688365,true,,6
1,,96471912,true,,200
1,,97028148,true,,328
1,,61019592,true,,330
1,,94124946,true,,195
1,,95809078,true,,74
1,,93952497,true,,88
1,,95933748,true,,149
1,,96481459,true,,265
1,,95762646,true,,261
1,,94897249,true,,151
1,,94394415,true,,47
1,,92830268,true,,45
1,,80715714,true,,6
1,,94468229,true,,6
1,,94340239,true,,9
1,,96364170,true,,7
1,,81688204,true,,14
1,,95989241,true,,4
1,,90766591,true,,8
1,,94338838,true,,7
1,,95369258,true,,1
1,,94394836,true,,2
1,,95376215,true,,1
1,,94339564,true,,6
1,,93502747,true,,1
1,,69851759,true,,24
1,,96617603,true,,1
1,,94224860,true,,4
1,,95933787,true,,12
1,,92820202,true,,12
1,,94124660,true,,31
1,,87099862,true,,15
1,,93060221,true,,1
1,,95376951,true,,10
1,,93503952,true,,106
1,,80331770,true,,89
1,,90052111,true,,116
1,,96213203,true,,9
1,,96212914,true,,6
1,,95675024,true,,7
1,,90053938,true,,1
1,,95591474,true,,11
1,,94340050,true,,14
1,,56361174,true,,8
1,,96031175,true,,11
1,,94573373,true,,14
1,,95681863,true,,10
1,,56361159,true,,7
1,,95264217,true,,1
1,,91270448,true,,5
